Strike,Date,District,Province,min_killed,max_killed ,min_civillians_killed,max_civillians_killed,min_children_killed,max_children_killed,min_injured,max_injured,Strike link,Timeline URL
AFG441,04/02/2018,Unknown,Badakhshan,0,0,0,0,0,0,0,0,,
AFG442,04/02/2018,Unknown,Badakhshan,0,0,0,0,0,0,0,0,,
AFG443,16/02/2018,Chapa Dara,Kunar,7,7,0,0,0,0,0,0,,
AFG444,22/02/2018,Barmal,Paktika,1,1,0,0,0,0,0,0,,
AFG445,07/03/2018,Unknown,Kunar,12,21,0,1,0,1,0,0,,
AFG446,08/03/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG447,09/03/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG448,11/03/2018,Unknown,Kandahar,0,25,0,0,0,0,0,14,,
AFG449,16/03/2018,Darzab and Qishtepa,Jawzjan,35,37,0,0,0,0,12,12,,
AFG450,16/03/2018,Unknown,Sar e Pul,2,2,0,0,0,0,0,0,,
AFG451,17/03/2018,Khakriz,Kandahar,13,13,0,0,0,0,0,0,,
AFG452,22/03/2018,Haska Mena,Nangarhar,8,8,0,0,0,0,0,0,,
AFG453,23/03/2018,Sawkai,Kunar,1,1,0,0,0,0,0,0,,
AFG454,28/03/2018,Chapa Dara,Kunar,6,6,0,0,0,0,0,0,,
AFG455,01/04/2018,Nad Ali,Helmand,0,0,0,0,0,0,0,0,,
AFG456,03/04/2018,Unknown,Farah and Nimroz,0,0,0,0,0,0,0,0,,
AFG457,05/04/2018,Bal Chiragh,Faryab,2,2,0,0,0,0,0,0,,
AFG458,12/04/2018,Omana,Paktika,7,7,0,0,0,0,3,3,,
AFG459,12/04/2018,Warduj,Badakhshan,0,0,0,0,0,0,0,0,,
AFG460,20/04/2018,Bakwah,Farah,0,0,0,0,0,0,0,0,,
AFG461,21/04/2018,Marjah,Helmand,0,0,0,0,0,0,0,0,,
AFG462,23/04/2018,Sherzad,Nangarhar,2,2,0,0,0,0,0,0,,
AFG463,09/05/2018,Maqur,Badghis,6,6,0,0,0,0,0,0,,
AFG464,09/05/2018,Zazi Aryub,Paktia,35,35,0,0,0,0,0,0,,
AFG465,15/05/2018,Farah,Farah,28,28,0,0,0,0,0,0,,
AFG466,24/05/2018,Musa Qala,Helmand,50,50,0,0,0,0,0,0,,
AFG467,24/05/2018,Faizabad City,Badakhshan,0,0,0,0,0,0,0,0,,
AFG468,24/05/2018,Kishm,Badakhshan,0,0,0,0,0,0,0,0,,
AFG469,24/05/2018,Sangin,Helmand,2,2,0,0,0,0,0,0,,
AFG470,25/05/2018,Nahr e Saraj,Helmand,1,1,0,0,0,0,0,0,,
AFG471,26/05/2018,Unknown,Helmand,1,1,0,0,0,0,0,0,,
AFG472,27/05/2018,Syed Karm,Paktia,6,6,0,0,0,0,5,5,,
AFG473,28/05/2018,Chaparhar,Nangarhar,11,11,0,0,0,0,0,0,,
AFG474,28/05/2018,Chora,Uruzgan,10,10,0,0,0,0,0,0,,
AFG475,04/06/2018,Pul e 'Alam,Logar,0,13,0,0,0,0,0,0,,
AFG476,13/06/2018,Unknown,Kunar,0,5,0,0,0,0,0,0,,
AFG477,27/06/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,,
AFG478,30/06/2018,Unknown,"Ghazni, Helmand and Uruzgan",0,0,0,0,0,0,0,0,,
AFG479,01/07/2018,Chaparhar,Nangarhar,2,2,0,0,0,0,0,0,,
AFG480,03/07/2018,Unknown,Kunar,0,1,0,0,0,0,0,0,,
AFG481,12/07/2018,Zurmat,Paktia,0,37,0,11,0,3,0,0,,
AFG482,15/07/2018,Maroof,Kandahar,12,12,0,0,0,0,1,1,,
AFG483,19/07/2018,Chardara,Kunduz,0,0,0,14,0,7,0,2,,
AFG484,22/07/2018,Tagab,Kapisa,2,2,0,0,0,0,0,0,,
AFG485,07/08/2018,Azra,Logar,9,14,0,0,0,0,0,15,,
AFG486,10/08/2018,Ghazni,Ghazni,0,0,0,0,0,0,0,0,,
AFG487,13/08/2018,Ghazni,Ghazni,220,220,0,0,0,0,0,0,,
AFG488,16/08/2018,Nad Ali,Helmand,27,27,0,0,0,0,7,7,,
AFG489,16/08/2018,Alishang district,Laghman,1,1,0,0,0,0,1,1,,
AFG490,25/08/2018,Khogyani,Nangarhar,10,11,0,0,0,0,0,0,,
AFG491,31/08/2018,Unknown,Parwan,4,4,0,0,0,0,0,0,,
AFG492,01/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG493,01/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG494,02/09/2018,Unknown,Farah,0,0,0,0,0,0,0,0,,
AFG495,02/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG496,02/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG497,02/09/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG498,03/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG499,03/09/2018,Unknown,Kabul,0,0,0,0,0,0,0,0,,
AFG500,03/09/2018,Unknown,Kapisa,0,0,0,0,0,0,0,0,,
AFG501,03/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG502,03/09/2018,Unknown,Paktika,0,0,0,0,0,0,0,0,,
AFG503,04/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG504,04/09/2018,Unknown,Herat,0,0,0,0,0,0,0,0,,
AFG505,04/09/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG506,04/09/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG507,04/09/2018,Unknown,Kunduz,0,0,0,0,0,0,0,0,,
AFG508,04/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG509,04/09/2018,Unknown,Wardak,0,0,0,0,0,0,0,0,,
AFG510,05/09/2018,Unknown,Ghazni,0,0,0,0,0,0,0,0,,
AFG511,05/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG512,05/09/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG513,05/09/2018,Unknown,Kapisa,0,0,0,0,0,0,0,0,,
AFG514,05/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG515,05/09/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
AFG516,06/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG517,06/09/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG518,06/09/2018,Unknown,Khost,0,0,0,0,0,0,0,0,,
AFG519,06/09/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG520,06/09/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG521,06/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG522,06/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG523,06/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG524,07/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG525,07/09/2018,Unknown,Kabul,0,0,0,0,0,0,0,0,,
AFG526,07/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG527,07/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG528,07/09/2018,Unknown,Paktika,0,0,0,0,0,0,0,0,,
AFG529,08/09/2018,Unknown,Wardak,0,0,0,0,0,0,0,0,,
AFG530,08/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG531,08/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG532,09/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG533,09/09/2018,Unknown,Baghlan,0,0,0,0,0,0,0,0,,
AFG534,09/09/2018,Unknown,Kapisa,0,0,0,0,0,0,0,0,,
AFG535,09/09/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG536,09/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG537,09/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG538,09/09/2018,Unknown,Wardak,0,0,0,0,0,0,0,0,,
AFG539,10/09/2018,Nawah,Ghazni,30,30,0,0,0,0,0,0,,
AFG540,10/09/2018,Unknown,Baghlan,0,0,0,0,0,0,0,0,,
AFG541,10/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG542,10/09/2018,Unknown,Khost,0,0,0,0,0,0,0,0,,
AFG543,10/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG544,10/09/2018,Unknown,Wardak,0,0,0,0,0,0,0,0,,
AFG545,10/09/2018,Unknown,Sar e Pul,0,0,0,0,0,0,0,0,,
AFG546,11/09/2018,Unknown,Baghlan,0,0,0,0,0,0,0,0,,
AFG547,11/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG548,11/09/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG549,11/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG550,11/09/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG551,11/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG552,11/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG553,11/09/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
AFG554,12/09/2018,Unknown,Baghlan,0,0,0,0,0,0,0,0,,
AFG555,12/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG556,12/09/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG557,12/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG558,12/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG559,12/09/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
AFG560,13/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG561,13/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG562,14/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG563,14/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG564,14/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG565,15/09/2018,Unknown,Farah,0,0,0,0,0,0,0,0,,
AFG566,15/09/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG567,15/09/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG568,15/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG569,15/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG570,15/09/2018,Unknown,Wardak,0,0,0,0,0,0,0,0,,
AFG571,15/09/2018,Unknown,Zabul,0,0,0,0,0,0,0,0,,
AFG572,16/09/2018,Unknown,Ghazni,0,0,0,0,0,0,0,0,,
AFG573,16/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG574,16/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG575,16/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG576,16/09/2018,Unknown,Paktika,0,0,0,0,0,0,0,0,,
AFG577,16/09/2018,Unknown,Wardak,0,0,0,0,0,0,0,0,,
AFG578,17/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG579,17/09/2018,Unknown,Khost,0,0,0,0,0,0,0,0,,
AFG580,17/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG581,17/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG582,18/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG583,18/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG584,18/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG585,18/09/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
AFG586,18/09/2018,Unknown,Zabul,0,0,0,0,0,0,0,0,,
AFG587,19/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG588,19/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG589,19/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG590,19/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG591,19/09/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
AFG592,19/09/2018,Unknown,Zabul,0,0,0,0,0,0,0,0,,
AFG593,20/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG594,20/09/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG595,20/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG596,20/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG597,21/09/2018,Unknown,Balkh,0,0,0,0,0,0,0,0,,
AFG598,21/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG599,21/09/2018,Unknown,Kapisa,0,0,0,0,0,0,0,0,,
AFG600,21/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG601,21/09/2018,Unknown,Wardak,0,0,0,0,0,0,0,0,,
AFG602,21/09/2018,Unknown,Zabul,0,0,0,0,0,0,0,0,,
AFG603,22/09/2018,Tagab,Kapisa,0,0,0,9,0,4,0,12,,
AFG604,22/09/2018,Unknown,Kapisa,0,0,0,0,0,0,0,0,,
AFG605,22/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG606,22/09/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG607,22/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG608,23/09/2018,Unknown,Wardak,0,0,0,12,0,10,0,0,,
AFG609,23/09/2018,Unknown,Farah,5,23,0,8,0,0,0,0,,
AFG610,23/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG611,23/09/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG612,23/09/2018,Unknown,Kapisa,0,0,0,0,0,0,0,0,,
AFG613,23/09/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG614,23/09/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG615,23/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG616,24/09/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG617,24/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG618,24/09/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG619,25/09/2018,Unknown,Kunduz,0,3,0,0,0,0,0,2,,
AFG620,25/09/2018,Unknown,Kapisa,0,0,0,0,0,0,0,0,,
AFG621,25/09/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG622,25/09/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
AFG623,26/09/2018,Unknown,Kapisa,0,0,0,0,0,0,0,0,,
AFG624,26/09/2018,Unknown,Kunduz,0,0,0,0,0,0,0,0,,
AFG625,26/09/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
AFG626,27/09/2018,Unknown,Faryab,0,0,0,0,0,0,0,0,,
AFG627,27/09/2018,Unknown,Ghazni,0,0,0,0,0,0,0,0,,
AFG628,27/09/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG629,27/09/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG630,27/09/2018,Unknown,Kunduz,0,0,0,0,0,0,0,0,,
AFG631,27/09/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG632,27/09/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
